go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:1905710	2	GO:1902110	1	26.7212463990472	0	positive regulation of membrane permeability	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:0046785	1	GO:1901673	0.519	26.698970004336	8	microtubule polymerization	regulation of mitotic spindle assembly
GO:0042026	10	GO:0042026	0.999	26.2365720064371	26	protein refolding	protein refolding
GO:1903321	9	GO:0031397	0.96	25.9208187539524	0	negative regulation of protein modification by small protein conjugation or removal	negative regulation of protein ubiquitination
GO:0010822	11	GO:0010822	1	25.8239087409443	0	positive regulation of mitochondrion organization	positive regulation of mitochondrion organization
GO:0006626	12	GO:0006626	0.998	25.602059991328	9	protein targeting to mitochondrion	protein targeting to mitochondrion
GO:0097192	5	GO:2001240	0.946	25.537602002101	2	extrinsic apoptotic signaling pathway in absence of ligand	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
GO:0038034	5	GO:2001240	0.946	25.537602002101	0	signal transduction in absence of ligand	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
GO:0035036	13	GO:0035036	1	25.397940008672	0	sperm-egg recognition	sperm-egg recognition
GO:0007339	13	GO:0035036	1	25.397940008672	1	binding of sperm to zona pellucida	sperm-egg recognition
GO:0070059	8	GO:1902236	0.909	25.3187587626244	5	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0051092	3	GO:1902380	0.525	25.2839966563652	5	positive regulation of NF-kappaB transcription factor activity	positive regulation of endoribonuclease activity
GO:0031110	1	GO:1901673	0.841	25.1249387366083	9	regulation of microtubule polymerization or depolymerization	regulation of mitotic spindle assembly
GO:0062207	14	GO:0062207	1	25.1023729087096	0	regulation of pattern recognition receptor signaling pathway	regulation of pattern recognition receptor signaling pathway
GO:0010823	11	GO:0010822	0.839	25.1023729087096	0	negative regulation of mitochondrion organization	positive regulation of mitochondrion organization
GO:1903533	15	GO:1903533	1	25.0915149811213	0	regulation of protein targeting	regulation of protein targeting
GO:0017015	4	GO:0010803	0.455	25.0087739243075	0	regulation of transforming growth factor beta receptor signaling pathway	regulation of tumor necrosis factor-mediated signaling pathway
GO:2001237	8	GO:1902236	0.776	24.8860566476932	0	negative regulation of extrinsic apoptotic signaling pathway	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0060236	1	GO:1901673	0.985	24.8860566476932	2	regulation of mitotic spindle organization	regulation of mitotic spindle assembly
GO:0034605	6	GO:0070370	0.798	24.8239087409443	20	cellular response to heat	cellular heat acclimation
GO:1903844	4	GO:0010803	0.455	24.8239087409443	0	regulation of cellular response to transforming growth factor beta stimulus	regulation of tumor necrosis factor-mediated signaling pathway
GO:0043618	16	GO:0043618	1	24.6382721639824	1	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0043620	16	GO:0043618	0.981	24.4559319556497	2	regulation of DNA-templated transcription in response to stress	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0009988	13	GO:0035036	1	24.0915149811213	0	cell-cell recognition	sperm-egg recognition
GO:0090224	1	GO:1901673	0.979	24.0809219076239	0	regulation of spindle organization	regulation of mitotic spindle assembly
GO:0032273	17	GO:0032273	0.999	23.7212463990472	1	positive regulation of protein polymerization	positive regulation of protein polymerization
GO:0032200	11	GO:0010822	0.318	23.602059991328	0	telomere organization	positive regulation of mitochondrion organization
GO:0000723	11	GO:0010822	0.318	23.602059991328	28	telomere maintenance	positive regulation of mitochondrion organization
GO:0072655	12	GO:0006626	0.989	23.5850266520292	1	establishment of protein localization to mitochondrion	protein targeting to mitochondrion
GO:0046902	2	GO:1902110	0.985	23.5228787452803	0	regulation of mitochondrial membrane permeability	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:0070585	12	GO:0006626	0.989	23.4089353929735	0	protein localization to mitochondrion	protein targeting to mitochondrion
GO:0090307	1	GO:1901673	0.919	23.3372421683184	14	mitotic spindle assembly	regulation of mitotic spindle assembly
GO:0090559	2	GO:1902110	0.985	23.3372421683184	0	regulation of membrane permeability	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:1903573	16	GO:0043618	0.393	23.3372421683184	0	negative regulation of response to endoplasmic reticulum stress	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0031396	9	GO:0031397	0.899	23.2924298239021	3	regulation of protein ubiquitination	negative regulation of protein ubiquitination
GO:0033120	18	GO:0033120	1	23.1611509092627	2	positive regulation of RNA splicing	positive regulation of RNA splicing
GO:0090101	19	GO:0090101	0.999	23.1611509092627	1	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0090288	4	GO:0010803	0.578	22.8239087409443	0	negative regulation of cellular response to growth factor stimulus	regulation of tumor necrosis factor-mediated signaling pathway
GO:2001236	8	GO:1902236	0.765	22.8239087409443	0	regulation of extrinsic apoptotic signaling pathway	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0009408	6	GO:0070370	0.72	22.7695510786217	70	response to heat	cellular heat acclimation
GO:0007006	20	GO:0007006	0.999	22.602059991328	5	mitochondrial membrane organization	mitochondrial membrane organization
GO:0031109	1	GO:1901673	0.54	22.1549019599857	0	microtubule polymerization or depolymerization	regulation of mitotic spindle assembly
GO:0007179	4	GO:0010803	0.507	22.0315170514461	4	transforming growth factor beta receptor signaling pathway	regulation of tumor necrosis factor-mediated signaling pathway
GO:0071356	4	GO:0010803	0.931	22.0132282657338	0	cellular response to tumor necrosis factor	regulation of tumor necrosis factor-mediated signaling pathway
GO:0034612	4	GO:0010803	0.931	21.7958800173441	0	response to tumor necrosis factor	regulation of tumor necrosis factor-mediated signaling pathway
GO:0051225	1	GO:1901673	0.821	21.4436974992327	41	spindle assembly	regulation of mitotic spindle assembly
GO:1905897	16	GO:0043618	0.408	21.397940008672	1	regulation of response to endoplasmic reticulum stress	regulation of transcription from RNA polymerase II promoter in response to stress
GO:2000060	21	GO:2000060	0.999	20.9586073148418	9	positive regulation of ubiquitin-dependent protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0032436	21	GO:2000060	0.987	20.9586073148418	48	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0002221	14	GO:0062207	0.874	20.5528419686578	3	pattern recognition receptor signaling pathway	regulation of pattern recognition receptor signaling pathway
GO:0007088	11	GO:0010822	0.646	20.5228787452803	25	regulation of mitotic nuclear division	positive regulation of mitochondrion organization
GO:1903320	9	GO:0031397	0.876	20.3767507096021	0	regulation of protein modification by small protein conjugation or removal	negative regulation of protein ubiquitination
GO:0090316	15	GO:1903533	0.786	20.2924298239021	3	positive regulation of intracellular protein transport	regulation of protein targeting
GO:0043154	3	GO:1902380	0.545	20.2924298239021	6	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	positive regulation of endoribonuclease activity
GO:0030308	22	GO:0030308	0.999	20.2924298239021	17	negative regulation of cell growth	negative regulation of cell growth
GO:0051091	3	GO:1902380	0.563	20.2441251443275	11	positive regulation of DNA-binding transcription factor activity	positive regulation of endoribonuclease activity
GO:0006605	12	GO:0006626	0.928	20.1674910872938	4	protein targeting	protein targeting to mitochondrion
GO:2000117	3	GO:1902380	0.551	20.1611509092627	0	negative regulation of cysteine-type endopeptidase activity	positive regulation of endoribonuclease activity
GO:1902905	23	GO:1902905	0.998	20.1366771398795	0	positive regulation of supramolecular fiber organization	positive regulation of supramolecular fiber organization
GO:0090092	19	GO:0090101	0.947	20.0861861476163	0	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0071560	4	GO:0010803	0.514	19.8538719643218	2	cellular response to transforming growth factor beta stimulus	regulation of tumor necrosis factor-mediated signaling pathway
GO:0072594	12	GO:0006626	0.893	19.7695510786217	2	establishment of protein localization to organelle	protein targeting to mitochondrion
GO:0008637	11	GO:0010822	0.589	19.7695510786217	4	apoptotic mitochondrial changes	positive regulation of mitochondrion organization
GO:0010821	11	GO:0010822	0.938	19.4089353929735	12	regulation of mitochondrion organization	positive regulation of mitochondrion organization
GO:2000058	21	GO:2000060	0.984	19.3467874862247	2	regulation of ubiquitin-dependent protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0043281	9	GO:0031397	0.505	19.3187587626244	2	regulation of cysteine-type endopeptidase activity involved in apoptotic process	negative regulation of protein ubiquitination
GO:0032434	21	GO:2000060	0.971	19.2924298239021	2	regulation of proteasomal ubiquitin-dependent protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0071559	4	GO:0010803	0.46	19.0757207139381	0	response to transforming growth factor beta	regulation of tumor necrosis factor-mediated signaling pathway
GO:0051345	3	GO:1902380	0.716	19.0757207139381	0	positive regulation of hydrolase activity	positive regulation of endoribonuclease activity
GO:0009266	6	GO:0070370	0.677	19.0506099933551	7	response to temperature stimulus	cellular heat acclimation
GO:0006281	16	GO:0043618	0.53	18.9586073148418	77	DNA repair	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0097191	8	GO:1902236	0.68	18.9586073148418	3	extrinsic apoptotic signaling pathway	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0006839	24	GO:0006839	0.997	18.8538719643218	8	mitochondrial transport	mitochondrial transport
GO:2000116	9	GO:0031397	0.509	18.7958800173441	0	regulation of cysteine-type endopeptidase activity	negative regulation of protein ubiquitination
GO:0051495	23	GO:1902905	0.756	18.7958800173441	2	positive regulation of cytoskeleton organization	positive regulation of supramolecular fiber organization
GO:0007338	25	GO:0007338	0.999	18.6575773191778	3	single fertilization	single fertilization
GO:0090287	4	GO:0010803	0.599	18.6575773191778	0	regulation of cellular response to growth factor stimulus	regulation of tumor necrosis factor-mediated signaling pathway
GO:0002764	14	GO:0062207	0.733	18.5528419686578	0	immune response-regulating signaling pathway	regulation of pattern recognition receptor signaling pathway
GO:0032271	17	GO:0032273	0.95	18.4559319556497	0	regulation of protein polymerization	positive regulation of protein polymerization
GO:0051783	11	GO:0010822	0.65	18.2839966563652	0	regulation of nuclear division	positive regulation of mitochondrion organization
GO:1901800	21	GO:2000060	0.979	18.1870866433571	4	positive regulation of proteasomal protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0045089	26	GO:0045089	0.999	17.9586073148418	37	positive regulation of innate immune response	positive regulation of innate immune response
GO:1903052	21	GO:2000060	0.99	17.7695510786217	1	positive regulation of proteolysis involved in cellular protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:1903364	21	GO:2000060	0.985	17.698970004336	4	positive regulation of cellular protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0050821	2	GO:1902110	0.364	17.6382721639824	45	protein stabilization	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:0035966	4	GO:0010803	0.523	17.6382721639824	0	response to topologically incorrect protein	regulation of tumor necrosis factor-mediated signaling pathway
GO:0051090	3	GO:1902380	0.5	17.6197887582884	2	regulation of DNA-binding transcription factor activity	positive regulation of endoribonuclease activity
GO:0007052	1	GO:1901673	0.826	17.568636235841	54	mitotic spindle organization	regulation of mitotic spindle assembly
GO:0035967	4	GO:0010803	0.582	17.537602002101	1	cellular response to topologically incorrect protein	regulation of tumor necrosis factor-mediated signaling pathway
GO:0006457	10	GO:0042026	0.848	17.5086383061657	81	protein folding	protein refolding
GO:0051258	7	GO:0051131	0.558	17.5086383061657	0	protein polymerization	chaperone-mediated protein complex assembly
GO:1902115	17	GO:0032273	0.661	17.4814860601221	0	regulation of organelle assembly	positive regulation of protein polymerization
GO:2001243	8	GO:1902236	0.909	17.4202164033832	0	negative regulation of intrinsic apoptotic signaling pathway	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0001819	27	GO:0001819	1	17.3767507096021	0	positive regulation of cytokine production	positive regulation of cytokine production
GO:0031334	17	GO:0032273	0.989	17.3187587626244	1	positive regulation of protein-containing complex assembly	positive regulation of protein polymerization
GO:0009566	25	GO:0007338	0.994	17.2518119729938	3	fertilization	single fertilization
GO:0048872	2	GO:1902110	0.359	17.0705810742857	0	homeostasis of number of cells	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:0070507	1	GO:1901673	0.865	16.9208187539524	10	regulation of microtubule cytoskeleton organization	regulation of mitotic spindle assembly
GO:0006402	21	GO:2000060	0.642	16.9208187539524	20	mRNA catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0008037	13	GO:0035036	0.691	16.8860566476932	0	cell recognition	sperm-egg recognition
GO:0032388	15	GO:1903533	0.715	16.7212463990472	2	positive regulation of intracellular transport	regulation of protein targeting
GO:2001242	8	GO:1902236	0.893	16.6777807052661	0	regulation of intrinsic apoptotic signaling pathway	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0016567	28	GO:0016567	0.992	16.6197887582884	174	protein ubiquitination	protein ubiquitination
GO:0006986	4	GO:0010803	0.514	16.6197887582884	6	response to unfolded protein	regulation of tumor necrosis factor-mediated signaling pathway
GO:0034620	4	GO:0010803	0.571	16.5528419686578	17	cellular response to unfolded protein	regulation of tumor necrosis factor-mediated signaling pathway
GO:0006401	21	GO:2000060	0.657	16.4814860601221	9	RNA catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0007178	19	GO:0090101	0.889	16.4814860601221	0	transmembrane receptor protein serine/threonine kinase signaling pathway	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007051	1	GO:1901673	0.758	16.2757241303992	13	spindle organization	regulation of mitotic spindle assembly
GO:0045732	21	GO:2000060	0.964	16.2365720064371	22	positive regulation of protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0033157	15	GO:1903533	0.816	16.2365720064371	2	regulation of intracellular protein transport	regulation of protein targeting
GO:0002833	26	GO:0045089	0.912	16.1249387366083	0	positive regulation of response to biotic stimulus	positive regulation of innate immune response
GO:0032886	1	GO:1901673	0.835	16.0655015487564	1	regulation of microtubule-based process	regulation of mitotic spindle assembly
GO:0010951	3	GO:1902380	0.566	15.9586073148418	6	negative regulation of endopeptidase activity	positive regulation of endoribonuclease activity
GO:0010466	3	GO:1902380	0.567	15.7958800173441	1	negative regulation of peptidase activity	positive regulation of endoribonuclease activity
GO:0032446	28	GO:0016567	0.973	15.7958800173441	9	protein modification by small protein conjugation	protein ubiquitination
GO:0043085	3	GO:1902380	0.672	15.7447274948967	2	positive regulation of catalytic activity	positive regulation of endoribonuclease activity
GO:0001817	27	GO:0001819	0.919	15.698970004336	0	regulation of cytokine production	positive regulation of cytokine production
GO:0031349	26	GO:0045089	0.926	15.5528419686578	0	positive regulation of defense response	positive regulation of innate immune response
GO:0061136	21	GO:2000060	0.96	15.4814860601221	2	regulation of proteasomal protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:1903050	21	GO:2000060	0.973	15.4559319556497	0	regulation of proteolysis involved in cellular protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0001816	27	GO:0001819	0.909	15.3565473235138	1	cytokine production	positive regulation of cytokine production
GO:0045088	26	GO:0045089	0.948	15.3372421683184	14	regulation of innate immune response	positive regulation of innate immune response
GO:0045862	9	GO:0031397	0.551	15.2757241303992	3	positive regulation of proteolysis	negative regulation of protein ubiquitination
GO:0052548	9	GO:0031397	0.517	15.2757241303992	0	regulation of endopeptidase activity	negative regulation of protein ubiquitination
GO:2001234	8	GO:1902236	0.848	15.1249387366083	4	negative regulation of apoptotic signaling pathway	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0034655	21	GO:2000060	0.577	15.1135092748275	0	nucleobase-containing compound catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0033365	12	GO:0006626	0.859	15.0362121726544	3	protein localization to organelle	protein targeting to mitochondrion
GO:1903706	14	GO:0062207	0.492	15	1	regulation of hemopoiesis	regulation of pattern recognition receptor signaling pathway
GO:0031647	2	GO:1902110	0.373	14.9586073148418	17	regulation of protein stability	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:1903362	21	GO:2000060	0.967	14.9208187539524	0	regulation of cellular protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0045861	9	GO:0031397	0.655	14.9208187539524	22	negative regulation of proteolysis	negative regulation of protein ubiquitination
GO:0052547	9	GO:0031397	0.52	14.8538719643218	0	regulation of peptidase activity	negative regulation of protein ubiquitination
GO:0009612	6	GO:0070370	0.473	14.6777807052661	18	response to mechanical stimulus	cellular heat acclimation
GO:0010639	23	GO:1902905	0.588	14.6382721639824	0	negative regulation of organelle organization	positive regulation of supramolecular fiber organization
GO:0046700	21	GO:2000060	0.565	14.602059991328	0	heterocycle catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0016071	29	GO:0016071	0.982	14.568636235841	0	mRNA metabolic process	mRNA metabolic process
GO:0043488	29	GO:0016071	0.75	14.5228787452803	5	regulation of mRNA stability	mRNA metabolic process
GO:0045471	4	GO:0010803	0.528	14.5228787452803	12	response to ethanol	regulation of tumor necrosis factor-mediated signaling pathway
GO:1902850	1	GO:1901673	0.8	14.4436974992327	1	microtubule cytoskeleton organization involved in mitosis	regulation of mitotic spindle assembly
GO:0043487	21	GO:2000060	0.755	14.3767507096021	1	regulation of RNA stability	positive regulation of ubiquitin-dependent protein catabolic process
GO:0019439	21	GO:2000060	0.566	14.3665315444204	0	aromatic compound catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0097193	8	GO:1902236	0.799	14.3665315444204	2	intrinsic apoptotic signaling pathway	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0061013	29	GO:0016071	0.752	14.2441251443275	0	regulation of mRNA catabolic process	mRNA metabolic process
GO:0044270	21	GO:2000060	0.565	14.2291479883579	0	cellular nitrogen compound catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0009126	30	GO:0009126	1	14.0915149811213	0	purine nucleoside monophosphate metabolic process	purine nucleoside monophosphate metabolic process
GO:0009167	30	GO:0009126	1	14.0915149811213	0	purine ribonucleoside monophosphate metabolic process	purine nucleoside monophosphate metabolic process
GO:2001233	8	GO:1902236	0.829	14.0457574905607	1	regulation of apoptotic signaling pathway	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0051051	15	GO:1903533	0.545	14.0409586076789	0	negative regulation of transport	regulation of protein targeting
GO:0006886	12	GO:0006626	0.833	13.9586073148418	134	intracellular protein transport	protein targeting to mitochondrion
GO:0009161	30	GO:0009126	0.965	13.9208187539524	0	ribonucleoside monophosphate metabolic process	purine nucleoside monophosphate metabolic process
GO:1901361	21	GO:2000060	0.583	13.9208187539524	0	organic cyclic compound catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0009123	30	GO:0009126	0.973	13.7447274948967	0	nucleoside monophosphate metabolic process	purine nucleoside monophosphate metabolic process
GO:1902903	23	GO:1902905	0.934	13.7447274948967	0	regulation of supramolecular fiber organization	positive regulation of supramolecular fiber organization
GO:0042176	21	GO:2000060	0.946	13.602059991328	4	regulation of protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0046034	31	GO:0046034	0.996	13.5086383061657	9	ATP metabolic process	ATP metabolic process
GO:0050778	14	GO:0062207	0.596	13.431798275933	2	positive regulation of immune response	regulation of pattern recognition receptor signaling pathway
GO:0140014	11	GO:0010822	0.357	13.3872161432803	0	mitotic nuclear division	positive regulation of mitochondrion organization
GO:0060249	2	GO:1902110	0.392	13.2924298239021	0	anatomical structure homeostasis	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:0009205	30	GO:0009126	0.68	13.2441251443275	0	purine ribonucleoside triphosphate metabolic process	purine nucleoside monophosphate metabolic process
GO:0071363	4	GO:0010803	0.63	13.2441251443275	3	cellular response to growth factor stimulus	regulation of tumor necrosis factor-mediated signaling pathway
GO:0009144	30	GO:0009126	0.681	13.2076083105017	0	purine nucleoside triphosphate metabolic process	purine nucleoside monophosphate metabolic process
GO:0019221	4	GO:0010803	0.923	13.1938200260161	3	cytokine-mediated signaling pathway	regulation of tumor necrosis factor-mediated signaling pathway
GO:0043484	18	GO:0033120	0.77	13.1739251972992	15	regulation of RNA splicing	positive regulation of RNA splicing
GO:0009199	30	GO:0009126	0.693	13.1674910872938	0	ribonucleoside triphosphate metabolic process	purine nucleoside monophosphate metabolic process
GO:0034599	16	GO:0043618	0.464	13.1426675035687	25	cellular response to oxidative stress	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0030522	32	GO:0030522	1	13.1249387366083	0	intracellular receptor signaling pathway	intracellular receptor signaling pathway
GO:0009141	30	GO:0009126	0.7	13.0555173278498	0	nucleoside triphosphate metabolic process	purine nucleoside monophosphate metabolic process
GO:0006974	16	GO:0043618	0.541	13.0506099933551	29	cellular response to DNA damage stimulus	regulation of transcription from RNA polymerase II promoter in response to stress
GO:1903829	15	GO:1903533	0.726	12.9586073148418	2	positive regulation of cellular protein localization	regulation of protein targeting
GO:0006259	29	GO:0016071	0.503	12.9208187539524	0	DNA metabolic process	mRNA metabolic process
GO:0070848	4	GO:0010803	0.563	12.9208187539524	0	response to growth factor	regulation of tumor necrosis factor-mediated signaling pathway
GO:0051346	3	GO:1902380	0.586	12.8538719643218	0	negative regulation of hydrolase activity	positive regulation of endoribonuclease activity
GO:0031400	9	GO:0031397	0.837	12.8239087409443	0	negative regulation of protein modification process	negative regulation of protein ubiquitination
GO:0002831	26	GO:0045089	0.856	12.5850266520292	0	regulation of response to biotic stimulus	positive regulation of innate immune response
GO:0007346	33	GO:0007346	0.995	12.5528419686578	37	regulation of mitotic cell cycle	regulation of mitotic cell cycle
GO:0010638	23	GO:1902905	0.801	12.4814860601221	0	positive regulation of organelle organization	positive regulation of supramolecular fiber organization
GO:0043086	3	GO:1902380	0.547	12.4685210829577	3	negative regulation of catalytic activity	positive regulation of endoribonuclease activity
GO:0000122	34	GO:0000122	0.995	12.4685210829577	241	negative regulation of transcription by RNA polymerase II	negative regulation of transcription by RNA polymerase II
GO:0043254	17	GO:0032273	0.926	12.4436974992327	0	regulation of protein-containing complex assembly	positive regulation of protein polymerization
GO:0045926	22	GO:0030308	0.872	12.4202164033832	13	negative regulation of growth	negative regulation of cell growth
GO:0051129	23	GO:1902905	0.618	12.3872161432803	0	negative regulation of cellular component organization	positive regulation of supramolecular fiber organization
GO:0032103	26	GO:0045089	0.903	12.3565473235138	0	positive regulation of response to external stimulus	positive regulation of innate immune response
GO:0071345	4	GO:0010803	0.923	12.2757241303992	0	cellular response to cytokine stimulus	regulation of tumor necrosis factor-mediated signaling pathway
GO:0044271	35	GO:0044271	0.911	12.2365720064371	0	cellular nitrogen compound biosynthetic process	cellular nitrogen compound biosynthetic process
