	# Busco id	Status	Sequence	Score	Length
26	63697at33208	Duplicated	rb_E1.L.269177:31-4032	1979.9	1003.0
27	63697at33208	Duplicated	rb_E1.L.453269:31-4032	1979.9	1003.0
28	63697at33208	Duplicated	rb_E2.L.5569:9991-6356	1968.4	1071.0
29	63697at33208	Duplicated	rb_E2.L.8498:351-3986	1968.4	1071.0
30	63697at33208	Duplicated	rb_E0.L.934650:2083-5595	1958.8	984.0
31	63697at33208	Duplicated	rb_E1.L.340333:3509-0	1957.6	984.0
32	64435at33208	Complete	rb_E1.L.284109:588-3233	288.7	536.0
33	65302at33208	Duplicated	rb_E1.L.142106:3875-468	1460.6	975.0
34	65302at33208	Duplicated	rb_E2.L.37280:3655-185	1413.6	974.0
35	66018at33208	Duplicated	rb_E0.L.893116:162-4403	1577.4	869.0
36	66018at33208	Duplicated	rb_E1.L.169070:1-3324	1493.0	861.0
37	75406at33208	Duplicated	rb_E2.L.30348:23-2692	558.5	585.0
38	75406at33208	Duplicated	rb_E1.L.232937:2932-398	531.7	612.0
39	76852at33208	Complete	rb_E1.L.236566:4431-1246	590.7	603.0
40	84980at33208	Duplicated	rb_E0.L.641896:169-3168	789.9	594.0
41	84980at33208	Duplicated	rb_E2.L.9467:3956-957	789.9	594.0
42	88053at33208	Complete	rb_E1.L.192138:5048-2379	571.4	504.0
43	92367at33208	Complete	rb_E1.L.70025:2537-462	392.3	456.0
44	99614at33208	Complete	rb_E1.L.249757:0-2927	972.9	787.0
45	99987at33208	Complete	rb_E1.L.224149:2955-100	825.9	729.0
46	102804at33208	Duplicated	rb_E1.L.84398:93-3443	1352.5	885.0
47	102804at33208	Duplicated	rb_E2.L.13639:5675-2370	1351.8	885.0
48	103854at33208	Duplicated	rb_E1.L.121265:4479-1903	566.5	639.0
49	103854at33208	Duplicated	rb_E0.L.829405:1052-3523	561.8	639.0
50	103854at33208	Duplicated	rb_E1.L.225559:3064-593	561.8	639.0
51	107151at33208	Complete	rb_E1.L.133365:103-2889	1304.6	783.0
52	107574at33208	Duplicated	rb_E1.L.274045:2035-119	622.0	501.0
53	107574at33208	Duplicated	rb_E1.L.257225:74-3535	551.8	595.0
54	107574at33208	Duplicated	rb_E0.L.567975:1962-151	547.6	454.0
55	108764at33208	Complete	rb_E0.L.604162:1067-3568	502.9	482.0
56	109109at33208	Duplicated	rb_E1.L.234648:219-2453	1118.6	611.0
57	109109at33208	Duplicated	rb_E0.L.1227240:293-2551	1118.5	611.0
58	109109at33208	Duplicated	rb_E2.L.19632:31-2388	1034.4	595.0
59	111730at33208	Duplicated	rb_E1.L.107678:1-1845	640.0	498.0
60	111730at33208	Duplicated	rb_E1.L.249847:4378-2423	631.7	550.0
61	111730at33208	Duplicated	rb_E1.L.260419:4425-2470	631.7	550.0
62	111746at33208	Duplicated	rb_E1.L.449542:105-2702	584.1	604.0
63	111746at33208	Duplicated	rb_E2.L.16995:3438-1021	549.7	600.0
64	114954at33208	Complete	rb_E1.L.233262:332-2104	610.7	472.0
65	115878at33208	Duplicated	rb_E0.L.710207:530-1960	513.0	331.0
66	115878at33208	Duplicated	rb_E1.L.234284:3044-1326	512.8	353.0
67	118209at33208	Duplicated	rb_E1.L.113683:117-3167	1674.5	874.0
68	118209at33208	Duplicated	rb_E1.L.244355:4004-960	1621.1	877.0
69	118209at33208	Duplicated	rb_E1.L.261471:4058-914	1621.1	877.0
70	119252at33208	Duplicated	rb_E2.L.35340:173-2260	869.8	552.0
71	119252at33208	Duplicated	rb_E0.L.606857:135-2571	823.2	551.0
72	119252at33208	Duplicated	rb_E2.L.7854:2653-563	816.5	551.0
73	119252at33208	Duplicated	rb_E2.L.25622:135-2498	797.4	555.0
74	119252at33208	Duplicated	rb_E1.L.258506:77-2092	739.9	501.0
75	119591at33208	Complete	rb_E1.L.254235:124-3765	1237.8	989.0
76	121127at33208	Complete	rb_E1.L.439057:31-2559	487.6	525.0
77	123923at33208	Complete	rb_E1.L.385952:2780-348	423.4	485.0
78	124302at33208	Complete	rb_E0.L.496204:265-3618	827.1	757.0
79	127766at33208	Duplicated	rb_E1.L.61837:141-3119	798.1	711.0
80	127766at33208	Duplicated	rb_E1.L.249214:4072-1916	796.2	572.0
81	127766at33208	Duplicated	rb_E2.L.40135:3721-905	792.1	620.0
82	129179at33208	Duplicated	rb_E1.L.224166:34-2298	842.0	578.0
83	129179at33208	Duplicated	rb_E1.L.102096:4378-2171	763.3	615.0
84	130245at33208	Duplicated	rb_E1.L.124034:4389-1993	650.0	410.0
85	130245at33208	Duplicated	rb_E1.L.320934:249-2645	617.2	434.0
86	130245at33208	Duplicated	rb_E1.L.338466:3228-832	617.2	434.0
87	130256at33208	Complete	rb_E2.L.11608:3186-814	716.7	570.0
88	131349at33208	Duplicated	rb_E2.L.39908:168-3686	1469.2	945.0
89	131349at33208	Duplicated	rb_E2.L.17566:5687-2178	1364.4	925.0
90	131848at33208	Duplicated	rb_E0.L.515161:1956-1	404.3	421.0
91	131848at33208	Duplicated	rb_E0.U.1297007:1771-1	351.2	374.0
92	132087at33208	Duplicated	rb_E2.L.24153:4404-1186	898.7	744.0
93	132087at33208	Duplicated	rb_E1.L.225290:123-3170	893.6	720.0
94	134492at33208	Duplicated	rb_E0.L.566052:3956-495	1251.8	886.0
95	134492at33208	Duplicated	rb_E2.L.40577:64-2997	1247.0	859.0
96	135294at33208	Duplicated	rb_E0.L.781746:229-2508	699.7	509.0
97	135294at33208	Duplicated	rb_E1.L.311949:223-2820	698.9	509.0
98	137383at33208	Duplicated	rb_E0.L.533173:449-2956	865.8	664.0
99	137383at33208	Duplicated	rb_E1.L.105615:160-2667	865.8	664.0
100	137383at33208	Duplicated	rb_E0.L.703245:2767-581	844.6	613.0
101	139188at33208	Duplicated	rb_E1.L.64821:3752-1443	702.5	599.0
102	139188at33208	Duplicated	rb_E0.L.698705:147-2456	702.5	599.0
103	139188at33208	Duplicated	rb_E1.L.228209:2796-559	673.0	613.0
104	143619at33208	Duplicated	rb_E1.L.69610:339-1994	369.2	318.0
105	143619at33208	Duplicated	rb_E1.L.226739:99-1676	341.3	310.0
106	143997at33208	Complete	rb_E1.L.54703:131-1873	544.5	401.0
107	146671at33208	Duplicated	rb_E1.L.223858:3522-427	922.0	679.0
108	146671at33208	Duplicated	rb_E0.L.782463:3491-427	918.1	664.0
109	146671at33208	Duplicated	rb_E1.L.168219:3801-610	894.4	718.0
110	147873at33208	Duplicated	rb_E1.L.270748:2374-356	952.9	565.0
111	147873at33208	Duplicated	rb_E2.L.10606:2753-741	888.3	564.0
112	148067at33208	Duplicated	rb_E1.L.173810:3648-340	618.9	770.0
113	148067at33208	Duplicated	rb_E1.L.224671:283-3669	537.7	737.0
114	148325at33208	Duplicated	rb_E0.L.1155824:2534-552	368.8	303.0
115	148325at33208	Duplicated	rb_E1.L.250099:2110-287	358.5	301.0
116	152327at33208	Duplicated	rb_E0.L.640412:5429-3960	539.4	376.0
117	152327at33208	Duplicated	rb_E1.L.360738:104-1969	537.6	376.0
118	152327at33208	Duplicated	rb_E1.L.224829:126-2030	499.3	363.0
119	152977at33208	Complete	rb_E0.L.657080:139-2154	605.4	493.0
120	153034at33208	Duplicated	rb_E1.L.88661:313-2199	803.2	502.0
121	153034at33208	Duplicated	rb_E1.L.232629:1630-2	684.6	439.0
122	157109at33208	Complete	rb_E1.L.167008:102-920	302.9	222.0
123	157138at33208	Complete	rb_E1.L.106008:297-2648	429.6	519.0
124	158845at33208	Duplicated	rb_E1.L.180316:2648-597	454.9	477.0
125	158845at33208	Duplicated	rb_E1.L.169621:1-2115	446.0	478.0
126	158962at33208	Complete	rb_E1.L.226038:52-2028	748.6	565.0
127	162821at33208	Duplicated	rb_E1.L.112480:2622-298	648.0	422.0
128	162821at33208	Duplicated	rb_E0.L.660732:2786-462	647.5	422.0
129	162821at33208	Duplicated	rb_E1.L.223454:3384-1099	624.8	396.0
130	164767at33208	Duplicated	rb_E0.L.758427:6145-3473	930.4	701.0
131	164767at33208	Duplicated	rb_E1.L.224026:3458-777	856.1	691.0
132	166097at33208	Duplicated	rb_E1.L.78301:3055-1280	809.8	491.0
133	166097at33208	Duplicated	rb_E2.L.42606:185-1948	695.0	491.0
134	168850at33208	Duplicated	rb_E1.L.436767:2195-281	758.2	537.0
135	168850at33208	Duplicated	rb_E1.L.71140:92-1990	711.3	550.0
136	168924at33208	Duplicated	rb_E1.L.251741:75-2720	573.8	554.0
137	168924at33208	Duplicated	rb_E2.L.50851:48-2723	565.1	580.0
138	169864at33208	Duplicated	rb_E1.L.230129:151-2028	518.6	535.0
139	169864at33208	Duplicated	rb_E2.L.25252:340-2421	453.6	560.0
140	172677at33208	Duplicated	rb_E1.L.192939:3071-570	213.2	223.0
141	172677at33208	Duplicated	rb_E1.L.435186:2496-364	194.5	217.0
142	176247at33208	Complete	rb_E1.L.225948:54-1820	381.1	334.0
143	177718at33208	Duplicated	rb_E0.L.1130508:63-2009	521.9	394.0
144	177718at33208	Duplicated	rb_E1.L.454504:34-1974	496.8	397.0
145	177718at33208	Duplicated	rb_E1.L.258422:2183-243	496.8	397.0
146	177858at33208	Complete	rb_E1.L.218489:2882-675	947.8	585.0
147	178537at33208	Complete	rb_E1.L.113786:2140-494	971.7	465.0
148	179485at33208	Duplicated	rb_E1.L.74822:53-1849	651.7	521.0
149	179485at33208	Duplicated	rb_E2.L.16880:53-1849	651.6	521.0
150	180808at33208	Complete	rb_E1.L.235382:1094-0	509.5	300.0
151	182834at33208	Duplicated	rb_E0.L.725370:117-2426	681.8	501.0
152	182834at33208	Duplicated	rb_E1.L.230165:794-2512	586.4	498.0
153	184508at33208	Duplicated	rb_E2.L.6708:3668-1014	689.8	446.0
154	184508at33208	Duplicated	rb_E2.L.38406:162-2885	685.3	539.0
155	184508at33208	Duplicated	rb_E1.L.253331:3487-496	673.0	539.0
156	184717at33208	Duplicated	rb_E2.L.37767:72-1862	935.5	514.0
157	184717at33208	Duplicated	rb_E1.L.101704:113-1954	908.0	521.0
158	184717at33208	Duplicated	rb_E2.L.8511:4368-2527	908.0	521.0
159	186208at33208	Duplicated	rb_E2.L.41982:3323-328	1167.8	707.0
160	186208at33208	Duplicated	rb_E1.L.127643:69-2975	1008.7	682.0
161	186707at33208	Duplicated	rb_E1.L.65800:157-2283	473.8	509.0
162	186707at33208	Duplicated	rb_E2.L.15664:2223-154	473.8	509.0
163	186707at33208	Duplicated	rb_E2.L.38815:95-2182	450.4	502.0
164	187280at33208	Complete	rb_E1.L.452469:16-2205	718.1	517.0
165	189414at33208	Duplicated	rb_E0.L.939519:1791-94	504.4	459.0
166	189414at33208	Duplicated	rb_E1.L.472075:1905-208	501.9	459.0
167	189414at33208	Duplicated	rb_E0.L.1181392:2722-176	469.6	550.0
168	190726at33208	Duplicated	rb_E0.L.558422:2342-738	599.8	397.0
169	190726at33208	Duplicated	rb_E1.L.113225:70-1674	599.8	397.0
170	190726at33208	Duplicated	rb_E1.L.147692:70-1674	599.8	397.0
171	190726at33208	Duplicated	rb_E2.L.16445:70-1674	599.8	397.0
172	190726at33208	Duplicated	rb_E2.L.48385:70-1674	599.8	397.0
173	190726at33208	Duplicated	rb_E2.L.5424:2452-848	599.8	397.0
174	190726at33208	Duplicated	rb_E0.L.769198:83-1687	522.0	398.0
175	191938at33208	Duplicated	rb_E1.L.54204:66-2045	403.8	458.0
176	191938at33208	Duplicated	rb_E1.L.104130:66-1897	372.8	467.0
177	192250at33208	Duplicated	rb_E0.L.717324:119-1861	434.2	296.0
178	192250at33208	Duplicated	rb_E1.L.223531:25-1827	408.1	310.0
179	194754at33208	Duplicated	rb_E1.L.89349:284-3016	1176.0	772.0
180	194754at33208	Duplicated	rb_E0.L.872391:3315-595	1136.7	773.0
181	194754at33208	Duplicated	rb_E0.L.1205606:3461-741	1135.9	773.0
182	195986at33208	Complete	rb_E1.L.146919:64-2436	930.7	595.0
183	196950at33208	Complete	rb_E1.L.225835:2855-321	720.6	628.0
184	197549at33208	Complete	rb_E1.L.74164:2408-564	441.4	414.0
185	197652at33208	Duplicated	rb_E2.L.39853:1754-219	755.8	439.0
186	197652at33208	Duplicated	rb_E1.L.362153:2846-1308	741.1	435.0
187	200997at33208	Duplicated	rb_E1.L.319809:2545-827	622.3	487.0
188	200997at33208	Duplicated	rb_E2.L.16958:1682-24	532.8	486.0
189	201397at33208	Duplicated	rb_E1.L.55778:3086-1023	753.2	485.0
190	201397at33208	Duplicated	rb_E0.L.1128719:2901-799	695.9	487.0
191	202545at33208	Duplicated	rb_E1.L.350120:103-1674	555.4	388.0
192	202545at33208	Duplicated	rb_E1.L.88235:103-1806	554.6	388.0
193	202545at33208	Duplicated	rb_E1.L.56852:103-1752	551.7	388.0
194	202545at33208	Duplicated	rb_E0.L.726248:2304-652	535.0	379.0
195	203128at33208	Duplicated	rb_E0.L.557985:116-1633	883.1	438.0
196	203128at33208	Duplicated	rb_E1.L.61359:2722-1205	883.1	438.0
197	203128at33208	Duplicated	rb_E0.U.1308956:1871-354	863.0	438.0
198	203698at33208	Duplicated	rb_E1.L.65680:3837-214	1004.7	811.0
199	203698at33208	Duplicated	rb_E1.L.341512:143-3495	990.3	817.0
200	205220at33208	Complete	rb_E1.L.467952:2708-399	1097.6	644.0
201	206786at33208	Complete	rb_E1.L.91319:110-1585	531.8	374.0
202	206858at33208	Duplicated	rb_E0.L.525993:11-2053	557.1	517.0
203	206858at33208	Duplicated	rb_E2.L.44688:2231-243	524.8	506.0
204	206858at33208	Duplicated	rb_E1.L.457501:2148-243	478.6	503.0
205	207599at33208	Duplicated	rb_E1.L.54802:22-1926	456.3	371.0
206	207599at33208	Duplicated	rb_E1.L.289963:48-1865	435.8	374.0
207	208219at33208	Duplicated	rb_E1.L.62609:167-1888	352.7	458.0
208	208219at33208	Duplicated	rb_E2.L.40484:466-1911	334.2	382.0
209	210614at33208	Complete	rb_E1.L.228218:3513-949	639.4	662.0
210	212972at33208	Complete	rb_E1.L.230273:2331-298	692.4	538.0
211	214788at33208	Complete	rb_E1.L.181928:61-1917	572.0	534.0
212	215654at33208	Duplicated	rb_E1.L.357160:89-1588	635.4	405.0
213	215654at33208	Duplicated	rb_E0.S.1259675:1670-171	613.6	415.0
214	216257at33208	Duplicated	rb_E2.L.40321:2487-361	488.5	337.0
215	216257at33208	Duplicated	rb_E1.L.373137:329-2422	476.3	337.0
216	216563at33208	Complete	rb_E0.L.551531:572-2212	283.7	299.0
217	218441at33208	Complete	rb_E1.L.226022:2689-563	213.7	251.0
218	219795at33208	Duplicated	rb_E1.L.66745:133-2211	497.2	520.0
219	219795at33208	Duplicated	rb_E1.L.226351:3129-1252	485.2	518.0
220	219856at33208	Duplicated	rb_E1.L.224164:1686-298	666.5	394.0
221	219856at33208	Duplicated	rb_E1.L.139851:1978-542	639.7	394.0
222	222489at33208	Duplicated	rb_E1.L.212182:3620-2211	689.3	358.0
223	222489at33208	Duplicated	rb_E0.L.834287:1568-159	646.3	359.0
224	223234at33208	Duplicated	rb_E1.L.296502:0-1301	297.3	322.0
225	223234at33208	Duplicated	rb_E1.L.305466:1858-434	294.5	349.0
226	224280at33208	Duplicated	rb_E2.L.36124:131-1627	798.4	439.0
227	224280at33208	Duplicated	rb_E0.L.530750:87-1550	789.3	439.0
228	224280at33208	Duplicated	rb_E2.L.10690:2744-1254	773.8	439.0
229	226335at33208	Complete	rb_E1.L.67267:3629-2325	599.1	364.0
230	226941at33208	Complete	rb_E0.L.556922:187-1644	548.7	393.0
231	227087at33208	Complete	rb_E1.L.224579:4159-941	628.1	712.0
232	227453at33208	Duplicated	rb_E2.L.17764:2195-459	649.5	444.0
233	227453at33208	Duplicated	rb_E2.L.50250:172-1908	649.5	444.0
234	227453at33208	Duplicated	rb_E1.L.262325:2391-670	609.7	441.0
235	227453at33208	Duplicated	rb_E1.L.444107:2421-700	609.7	441.0
236	227979at33208	Complete	rb_E1.L.56511:5366-3261	849.1	593.0
237	231157at33208	Duplicated	rb_E1.L.243829:3462-1867	583.3	430.0
238	231157at33208	Duplicated	rb_E1.L.228118:88-1677	563.4	423.0
239	231157at33208	Duplicated	rb_E1.L.228716:88-1732	558.1	423.0
240	231700at33208	Complete	rb_E1.L.446593:3049-479	316.0	430.0
241	234290at33208	Duplicated	rb_E0.L.654527:366-1895	764.3	472.0
242	234290at33208	Duplicated	rb_E2.L.28594:6208-4679	764.3	472.0
243	234290at33208	Duplicated	rb_E1.L.239319:17-1618	731.8	472.0
244	234290at33208	Duplicated	rb_E1.L.229922:244-1869	731.7	472.0
245	235149at33208	Duplicated	rb_E2.L.10518:12-1973	371.2	466.0
246	235149at33208	Duplicated	rb_E0.L.1157716:255-2282	356.8	462.0
247	235430at33208	Duplicated	rb_E1.L.202660:2076-580	440.6	368.0
248	235430at33208	Duplicated	rb_E1.L.224878:2001-472	403.6	353.0
249	235430at33208	Duplicated	rb_E0.L.1165080:54-1346	394.9	325.0
250	235458at33208	Duplicated	rb_E2.L.9883:436-2550	418.3	377.0
251	235458at33208	Duplicated	rb_E0.L.736135:2706-1327	393.9	327.0
252	239016at33208	Complete	rb_E0.L.669868:2192-513	429.7	412.0
254	239597at33208	Duplicated	rb_E1.L.227380:32-2119	420.9	528.0
255	239597at33208	Duplicated	rb_E2.L.6953:114-2084	381.2	523.0
256	239597at33208	Duplicated	rb_E1.L.399710:117-1931	370.0	519.0
257	240437at33208	Complete	rb_E1.L.254071:2705-1839	411.5	244.0
258	244863at33208	Duplicated	rb_E2.L.36133:34-2328	532.4	514.0
259	244863at33208	Duplicated	rb_E0.L.1126344:34-2308	496.0	532.0
260	245482at33208	Duplicated	rb_E1.L.239227:267-1637	520.0	368.0
261	245482at33208	Duplicated	rb_E1.L.81252:267-1637	520.0	368.0
262	245482at33208	Duplicated	rb_E0.L.1194562:112-1812	484.0	390.0
263	245567at33208	Duplicated	rb_E1.L.101189:2607-814	529.0	406.0
264	245567at33208	Duplicated	rb_E1.L.259056:147-1940	529.0	406.0
265	246241at33208	Duplicated	rb_E0.L.558671:1957-617	540.2	381.0
266	246241at33208	Duplicated	rb_E1.L.76829:2081-741	540.2	381.0
267	246241at33208	Duplicated	rb_E0.L.1141459:1521-169	514.8	380.0
268	247183at33208	Duplicated	rb_E1.L.168261:37-2250	838.8	599.0
269	247183at33208	Duplicated	rb_E2.L.15993:37-2250	838.8	599.0
270	247183at33208	Duplicated	rb_E1.L.225833:126-2222	749.8	595.0
271	247905at33208	Duplicated	rb_E0.L.692871:51-1814	341.7	364.0
272	247905at33208	Duplicated	rb_E0.L.763130:3381-1609	310.6	378.0
273	249486at33208	Complete	rb_E1.L.308503:88-1647	469.1	420.0
274	251076at33208	Duplicated	rb_E1.L.313652:1761-571	550.5	307.0
275	251076at33208	Duplicated	rb_E0.L.555618:2298-1078	535.1	307.0
276	251577at33208	Duplicated	rb_E1.L.155244:1458-49	260.4	235.0
277	251577at33208	Duplicated	rb_E2.L.14652:121-1626	260.4	235.0
278	255117at33208	Duplicated	rb_E1.L.54369:55-2817	1143.5	725.0
279	255117at33208	Duplicated	rb_E0.L.831267:3912-1183	1069.5	722.0
280	255242at33208	Duplicated	rb_E1.L.66953:200-1357	331.5	252.0
281	255242at33208	Duplicated	rb_E1.L.230352:1524-346	321.0	255.0
282	255924at33208	Duplicated	rb_E2.L.28279:2536-326	689.1	474.0
283	255924at33208	Duplicated	rb_E0.L.1000760:76-2364	645.3	475.0
284	255924at33208	Duplicated	rb_E1.L.226505:63-2363	637.4	499.0
285	257141at33208	Complete	rb_E1.L.97411:2905-968	380.5	300.0
286	257339at33208	Duplicated	rb_E1.L.234918:1180-2490	189.5	291.0
287	257339at33208	Duplicated	rb_E1.L.254889:2634-3944	189.5	291.0
288	259581at33208	Duplicated	rb_E0.L.1130851:124-1878	187.9	342.0
289	259581at33208	Duplicated	rb_E1.L.297504:2961-1078	187.3	358.0
290	259581at33208	Duplicated	rb_E0.L.539183:8-913	175.4	163.0
291	259581at33208	Duplicated	rb_E1.L.121679:112-1242	172.3	214.0
292	260752at33208	Duplicated	rb_E1.L.223678:83-2095	458.5	497.0
293	260752at33208	Duplicated	rb_E1.L.91695:2861-624	443.4	467.0
294	261284at33208	Complete	rb_E1.L.106537:2639-156	639.6	611.0
295	261614at33208	Duplicated	rb_E1.L.477498:2065-98	653.1	528.0
296	261614at33208	Duplicated	rb_E1.L.74243:701-2539	648.8	533.0
297	262757at33208	Duplicated	rb_E0.L.625788:1660-104	316.2	275.0
298	262757at33208	Duplicated	rb_E0.L.931459:187-1539	304.0	289.0
299	266460at33208	Duplicated	rb_E2.L.17111:3923-2217	614.3	464.0
300	266460at33208	Duplicated	rb_E2.L.7709:121-1827	614.3	464.0
301	266460at33208	Duplicated	rb_E1.L.206866:3125-1419	612.4	465.0
302	266460at33208	Duplicated	rb_E3.L.4124:2159-471	551.8	462.0
303	266469at33208	Duplicated	rb_E1.L.84245:1857-253	194.1	192.0
304	266469at33208	Duplicated	rb_E1.L.231551:1702-626	167.4	225.0
305	266808at33208	Duplicated	rb_E1.L.87640:1486-224	554.0	352.0
306	266808at33208	Duplicated	rb_E0.L.569794:1551-289	553.4	352.0
307	266808at33208	Duplicated	rb_E1.L.238372:1447-179	528.8	352.0
308	267439at33208	Duplicated	rb_E0.L.1162551:1704-151	728.7	417.0
309	267439at33208	Duplicated	rb_E2.L.7519:111-1682	690.9	404.0
310	268134at33208	Duplicated	rb_E1.L.276998:164-1474	331.2	252.0
311	268134at33208	Duplicated	rb_E1.L.61379:1838-534	326.2	251.0
312	268397at33208	Complete	rb_E0.L.1128238:171-2786	852.8	640.0
313	270594at33208	Duplicated	rb_E0.L.1196179:3565-1451	634.3	547.0
314	270594at33208	Duplicated	rb_E1.L.224114:41-2320	628.7	547.0
315	271297at33208	Complete	rb_E2.L.9918:971-1885	352.3	232.0
316	271742at33208	Duplicated	rb_E1.L.77235:53-1858	614.4	423.0
317	271742at33208	Duplicated	rb_E0.L.1126594:129-2000	610.0	465.0
318	272605at33208	Duplicated	rb_E1.L.59465:2105-498	528.5	391.0
319	272605at33208	Duplicated	rb_E1.L.334770:1802-243	468.9	391.0
320	273040at33208	Duplicated	rb_E1.L.417558:109-1668	188.8	115.0
321	273040at33208	Duplicated	rb_E1.L.470964:384-947	177.6	110.0
322	273040at33208	Duplicated	rb_E1.L.261055:217-1102	176.8	110.0
323	273040at33208	Duplicated	rb_E1.L.233660:1314-61	176.5	111.0
324	273367at33208	Complete	rb_E0.L.1187611:154-1530	153.5	233.0
325	273989at33208	Duplicated	rb_E1.L.367888:1990-239	584.3	459.0
326	273989at33208	Duplicated	rb_E1.L.247005:98-1804	529.4	475.0
327	274044at33208	Duplicated	rb_E1.L.56008:3114-940	533.7	644.0
328	274044at33208	Duplicated	rb_E1.L.441242:154-2367	528.6	635.0
329	274064at33208	Duplicated	rb_E1.L.319213:37-1233	446.9	277.0
330	274064at33208	Duplicated	rb_E0.L.711940:1554-487	434.3	265.0
331	274064at33208	Duplicated	rb_E1.L.260845:1364-315	431.2	265.0
332	274769at33208	Complete	rb_E1.L.139193:1901-414	511.5	383.0
333	274992at33208	Duplicated	rb_E2.L.10031:2169-874	664.2	357.0
334	274992at33208	Duplicated	rb_E1.L.268541:1241-0	652.8	350.0
335	277935at33208	Duplicated	rb_E1.L.58307:7714-5573	519.8	516.0
336	277935at33208	Duplicated	rb_E0.L.694431:2930-93	454.9	520.0
337	278227at33208	Duplicated	rb_E1.L.225103:148-1959	430.3	372.0
338	278227at33208	Duplicated	rb_E1.L.400871:1996-605	423.3	384.0
339	278227at33208	Duplicated	rb_E1.L.54069:2035-605	423.2	384.0
340	279631at33208	Duplicated	rb_E1.L.397471:225-2825	490.7	528.0
341	279631at33208	Duplicated	rb_E0.L.905112:2658-568	480.0	532.0
342	279631at33208	Duplicated	rb_E1.L.103526:127-2475	448.9	501.0
343	279992at33208	Complete	rb_E1.L.125301:233-1918	390.5	344.0
344	280914at33208	Complete	rb_E1.L.76572:91-2106	423.9	508.0
345	281304at33208	Complete	rb_E1.L.54486:1707-199	279.0	320.0
346	281693at33208	Duplicated	rb_E1.L.226506:105-2792	787.6	586.0
347	281693at33208	Duplicated	rb_E2.L.19910:2854-134	766.0	613.0
348	283637at33208	Duplicated	rb_E3.L.981:2044-713	696.7	361.0
349	283637at33208	Duplicated	rb_E2.L.47834:48-1376	666.8	362.0
350	284059at33208	Complete	rb_E1.L.254137:27-1385	322.0	261.0
351	285146at33208	Complete	rb_E0.L.886110:109-1266	415.4	312.0
352	285902at33208	Complete	rb_E0.L.871665:516-2036	439.1	381.0
353	285966at33208	Duplicated	rb_E1.L.333757:34-1695	337.2	356.0
354	285966at33208	Duplicated	rb_E1.L.247653:122-1783	335.5	355.0
355	286553at33208	Complete	rb_E0.L.917784:367-1551	327.3	299.0
356	289235at33208	Complete	rb_E1.L.445480:1889-834	170.8	228.0
357	289928at33208	Duplicated	rb_E1.L.357323:254-1531	376.1	331.0
358	289928at33208	Duplicated	rb_E2.L.38299:93-1334	348.1	330.0
359	291505at33208	Duplicated	rb_E1.L.272660:4186-2201	597.3	440.0
360	291505at33208	Duplicated	rb_E2.L.26293:4130-2145	597.3	440.0
361	291505at33208	Duplicated	rb_E2.L.29071:159-2144	597.1	440.0
362	291505at33208	Duplicated	rb_E2.L.39267:2832-595	584.9	434.0
363	291875at33208	Complete	rb_E2.L.39143:60-1922	399.5	415.0
364	295556at33208	Complete	rb_E0.L.764601:158-2851	233.5	507.0
365	295775at33208	Complete	rb_E0.L.484941:285-1442	291.0	266.0
366	300303at33208	Complete	rb_E0.L.1128352:1681-14	390.1	382.0
367	301572at33208	Duplicated	rb_E0.L.847926:1611-142	602.4	403.0
