# BUSCO version is: 5.4.7 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
158845at33208	Duplicated	rb_E1.L.180316:2648-597	454.9	477
158845at33208	Duplicated	rb_E1.L.169621:1-2115	446.0	478
158962at33208	Complete	rb_E1.L.226038:52-2028	748.6	565
162821at33208	Duplicated	rb_E1.L.112480:2622-298	648.0	422
162821at33208	Duplicated	rb_E0.L.660732:2786-462	647.5	422
162821at33208	Duplicated	rb_E1.L.223454:3384-1099	624.8	396
164767at33208	Duplicated	rb_E0.L.758427:6145-3473	930.4	701
164767at33208	Duplicated	rb_E1.L.224026:3458-777	856.1	691
166097at33208	Duplicated	rb_E1.L.78301:3055-1280	809.8	491
166097at33208	Duplicated	rb_E2.L.42606:185-1948	695.0	491
168850at33208	Duplicated	rb_E1.L.436767:2195-281	758.2	537
168850at33208	Duplicated	rb_E1.L.71140:92-1990	711.3	550
168924at33208	Duplicated	rb_E1.L.251741:75-2720	573.8	554
168924at33208	Duplicated	rb_E2.L.50851:48-2723	565.1	580
169864at33208	Duplicated	rb_E1.L.230129:151-2028	518.6	535
169864at33208	Duplicated	rb_E2.L.25252:340-2421	453.6	560
172677at33208	Duplicated	rb_E1.L.192939:3071-570	213.2	223
172677at33208	Duplicated	rb_E1.L.435186:2496-364	194.5	217
176247at33208	Complete	rb_E1.L.225948:54-1820	381.1	334
177718at33208	Duplicated	rb_E0.L.1130508:63-2009	521.9	394
177718at33208	Duplicated	rb_E1.L.454504:34-1974	496.8	397
177718at33208	Duplicated	rb_E1.L.258422:2183-243	496.8	397
177858at33208	Complete	rb_E1.L.218489:2882-675	947.8	585
178537at33208	Complete	rb_E1.L.113786:2140-494	971.7	465
179485at33208	Duplicated	rb_E1.L.74822:53-1849	651.7	521
179485at33208	Duplicated	rb_E2.L.16880:53-1849	651.6	521
180808at33208	Complete	rb_E1.L.235382:1094-0	509.5	300
182834at33208	Duplicated	rb_E0.L.725370:117-2426	681.8	501
182834at33208	Duplicated	rb_E1.L.230165:794-2512	586.4	498
184508at33208	Duplicated	rb_E2.L.6708:3668-1014	689.8	446
184508at33208	Duplicated	rb_E2.L.38406:162-2885	685.3	539
184508at33208	Duplicated	rb_E1.L.253331:3487-496	673.0	539
184717at33208	Duplicated	rb_E2.L.37767:72-1862	935.5	514
184717at33208	Duplicated	rb_E1.L.101704:113-1954	908.0	521
184717at33208	Duplicated	rb_E2.L.8511:4368-2527	908.0	521
186208at33208	Duplicated	rb_E2.L.41982:3323-328	1167.8	707
186208at33208	Duplicated	rb_E1.L.127643:69-2975	1008.7	682
186707at33208	Duplicated	rb_E1.L.65800:157-2283	473.8	509
186707at33208	Duplicated	rb_E2.L.15664:2223-154	473.8	509
186707at33208	Duplicated	rb_E2.L.38815:95-2182	450.4	502
187280at33208	Complete	rb_E1.L.452469:16-2205	718.1	517
189414at33208	Duplicated	rb_E0.L.939519:1791-94	504.4	459
189414at33208	Duplicated	rb_E1.L.472075:1905-208	501.9	459
189414at33208	Duplicated	rb_E0.L.1181392:2722-176	469.6	550
190726at33208	Duplicated	rb_E0.L.558422:2342-738	599.8	397
190726at33208	Duplicated	rb_E1.L.113225:70-1674	599.8	397
190726at33208	Duplicated	rb_E1.L.147692:70-1674	599.8	397
190726at33208	Duplicated	rb_E2.L.16445:70-1674	599.8	397
190726at33208	Duplicated	rb_E2.L.48385:70-1674	599.8	397
190726at33208	Duplicated	rb_E2.L.5424:2452-848	599.8	397
190726at33208	Duplicated	rb_E0.L.769198:83-1687	522.0	398
191938at33208	Duplicated	rb_E1.L.54204:66-2045	403.8	458
191938at33208	Duplicated	rb_E1.L.104130:66-1897	372.8	467
192250at33208	Duplicated	rb_E0.L.717324:119-1861	434.2	296
192250at33208	Duplicated	rb_E1.L.223531:25-1827	408.1	310
194754at33208	Duplicated	rb_E1.L.89349:284-3016	1176.0	772
194754at33208	Duplicated	rb_E0.L.872391:3315-595	1136.7	773
194754at33208	Duplicated	rb_E0.L.1205606:3461-741	1135.9	773
195986at33208	Complete	rb_E1.L.146919:64-2436	930.7	595
196950at33208	Complete	rb_E1.L.225835:2855-321	720.6	628
197549at33208	Complete	rb_E1.L.74164:2408-564	441.4	414
197652at33208	Duplicated	rb_E2.L.39853:1754-219	755.8	439
197652at33208	Duplicated	rb_E1.L.362153:2846-1308	741.1	435
200997at33208	Duplicated	rb_E1.L.319809:2545-827	622.3	487
200997at33208	Duplicated	rb_E2.L.16958:1682-24	532.8	486
201397at33208	Duplicated	rb_E1.L.55778:3086-1023	753.2	485
201397at33208	Duplicated	rb_E0.L.1128719:2901-799	695.9	487
202545at33208	Duplicated	rb_E1.L.350120:103-1674	555.4	388
202545at33208	Duplicated	rb_E1.L.88235:103-1806	554.6	388
202545at33208	Duplicated	rb_E1.L.56852:103-1752	551.7	388
202545at33208	Duplicated	rb_E0.L.726248:2304-652	535.0	379
203128at33208	Duplicated	rb_E0.L.557985:116-1633	883.1	438
203128at33208	Duplicated	rb_E1.L.61359:2722-1205	883.1	438
203128at33208	Duplicated	rb_E0.U.1308956:1871-354	863.0	438
203698at33208	Duplicated	rb_E1.L.65680:3837-214	1004.7	811
203698at33208	Duplicated	rb_E1.L.341512:143-3495	990.3	817
205220at33208	Complete	rb_E1.L.467952:2708-399	1097.6	644
206786at33208	Complete	rb_E1.L.91319:110-1585	531.8	374
206858at33208	Duplicated	rb_E0.L.525993:11-2053	557.1	517
206858at33208	Duplicated	rb_E2.L.44688:2231-243	524.8	506
206858at33208	Duplicated	rb_E1.L.457501:2148-243	478.6	503
207599at33208	Duplicated	rb_E1.L.54802:22-1926	456.3	371
207599at33208	Duplicated	rb_E1.L.289963:48-1865	435.8	374
208219at33208	Duplicated	rb_E1.L.62609:167-1888	352.7	458
208219at33208	Duplicated	rb_E2.L.40484:466-1911	334.2	382
210614at33208	Complete	rb_E1.L.228218:3513-949	639.4	662
212972at33208	Complete	rb_E1.L.230273:2331-298	692.4	538
214788at33208	Complete	rb_E1.L.181928:61-1917	572.0	534
215654at33208	Duplicated	rb_E1.L.357160:89-1588	635.4	405
215654at33208	Duplicated	rb_E0.S.1259675:1670-171	613.6	415
216257at33208	Duplicated	rb_E2.L.40321:2487-361	488.5	337
216257at33208	Duplicated	rb_E1.L.373137:329-2422	476.3	337
216563at33208	Complete	rb_E0.L.551531:572-2212	283.7	299
218441at33208	Complete	rb_E1.L.226022:2689-563	213.7	251
219795at33208	Duplicated	rb_E1.L.66745:133-2211	497.2	520
219795at33208	Duplicated	rb_E1.L.226351:3129-1252	485.2	518
219856at33208	Duplicated	rb_E1.L.224164:1686-298	666.5	394
219856at33208	Duplicated	rb_E1.L.139851:1978-542	639.7	394
222489at33208	Duplicated	rb_E1.L.212182:3620-2211	689.3	358
222489at33208	Duplicated	rb_E0.L.834287:1568-159	646.3	359
223234at33208	Duplicated	rb_E1.L.296502:0-1301	297.3	322
223234at33208	Duplicated	rb_E1.L.305466:1858-434	294.5	349
224280at33208	Duplicated	rb_E2.L.36124:131-1627	798.4	439
224280at33208	Duplicated	rb_E0.L.530750:87-1550	789.3	439
224280at33208	Duplicated	rb_E2.L.10690:2744-1254	773.8	439
226335at33208	Complete	rb_E1.L.67267:3629-2325	599.1	364
226941at33208	Complete	rb_E0.L.556922:187-1644	548.7	393
227087at33208	Complete	rb_E1.L.224579:4159-941	628.1	712
227453at33208	Duplicated	rb_E2.L.17764:2195-459	649.5	444
227453at33208	Duplicated	rb_E2.L.50250:172-1908	649.5	444
227453at33208	Duplicated	rb_E1.L.262325:2391-670	609.7	441
227453at33208	Duplicated	rb_E1.L.444107:2421-700	609.7	441
227979at33208	Complete	rb_E1.L.56511:5366-3261	849.1	593
231157at33208	Duplicated	rb_E1.L.243829:3462-1867	583.3	430
231157at33208	Duplicated	rb_E1.L.228118:88-1677	563.4	423
231157at33208	Duplicated	rb_E1.L.228716:88-1732	558.1	423
231700at33208	Complete	rb_E1.L.446593:3049-479	316.0	430
234290at33208	Duplicated	rb_E0.L.654527:366-1895	764.3	472
234290at33208	Duplicated	rb_E2.L.28594:6208-4679	764.3	472
234290at33208	Duplicated	rb_E1.L.239319:17-1618	731.8	472
234290at33208	Duplicated	rb_E1.L.229922:244-1869	731.7	472
235149at33208	Duplicated	rb_E2.L.10518:12-1973	371.2	466
235149at33208	Duplicated	rb_E0.L.1157716:255-2282	356.8	462
235430at33208	Duplicated	rb_E1.L.202660:2076-580	440.6	368
235430at33208	Duplicated	rb_E1.L.224878:2001-472	403.6	353
235430at33208	Duplicated	rb_E0.L.1165080:54-1346	394.9	325
235458at33208	Duplicated	rb_E2.L.9883:436-2550	418.3	377
235458at33208	Duplicated	rb_E0.L.736135:2706-1327	393.9	327
239016at33208	Complete	rb_E0.L.669868:2192-513	429.7	412
239149at33208	Missing
239597at33208	Duplicated	rb_E1.L.227380:32-2119	420.9	528
239597at33208	Duplicated	rb_E2.L.6953:114-2084	381.2	523
239597at33208	Duplicated	rb_E1.L.399710:117-1931	370.0	519
240437at33208	Complete	rb_E1.L.254071:2705-1839	411.5	244
244863at33208	Duplicated	rb_E2.L.36133:34-2328	532.4	514
244863at33208	Duplicated	rb_E0.L.1126344:34-2308	496.0	532
245482at33208	Duplicated	rb_E1.L.239227:267-1637	520.0	368
245482at33208	Duplicated	rb_E1.L.81252:267-1637	520.0	368
245482at33208	Duplicated	rb_E0.L.1194562:112-1812	484.0	390
245567at33208	Duplicated	rb_E1.L.101189:2607-814	529.0	406
245567at33208	Duplicated	rb_E1.L.259056:147-1940	529.0	406
246241at33208	Duplicated	rb_E0.L.558671:1957-617	540.2	381
246241at33208	Duplicated	rb_E1.L.76829:2081-741	540.2	381
246241at33208	Duplicated	rb_E0.L.1141459:1521-169	514.8	380
247183at33208	Duplicated	rb_E1.L.168261:37-2250	838.8	599
247183at33208	Duplicated	rb_E2.L.15993:37-2250	838.8	599
247183at33208	Duplicated	rb_E1.L.225833:126-2222	749.8	595
247905at33208	Duplicated	rb_E0.L.692871:51-1814	341.7	364
247905at33208	Duplicated	rb_E0.L.763130:3381-1609	310.6	378
249486at33208	Complete	rb_E1.L.308503:88-1647	469.1	420
251076at33208	Duplicated	rb_E1.L.313652:1761-571	550.5	307
251076at33208	Duplicated	rb_E0.L.555618:2298-1078	535.1	307
251577at33208	Duplicated	rb_E1.L.155244:1458-49	260.4	235
251577at33208	Duplicated	rb_E2.L.14652:121-1626	260.4	235
255117at33208	Duplicated	rb_E1.L.54369:55-2817	1143.5	725
255117at33208	Duplicated	rb_E0.L.831267:3912-1183	1069.5	722
255242at33208	Duplicated	rb_E1.L.66953:200-1357	331.5	252
255242at33208	Duplicated	rb_E1.L.230352:1524-346	321.0	255
255924at33208	Duplicated	rb_E2.L.28279:2536-326	689.1	474
255924at33208	Duplicated	rb_E0.L.1000760:76-2364	645.3	475
255924at33208	Duplicated	rb_E1.L.226505:63-2363	637.4	499
257141at33208	Complete	rb_E1.L.97411:2905-968	380.5	300
257339at33208	Duplicated	rb_E1.L.234918:1180-2490	189.5	291
257339at33208	Duplicated	rb_E1.L.254889:2634-3944	189.5	291
259581at33208	Duplicated	rb_E0.L.1130851:124-1878	187.9	342
259581at33208	Duplicated	rb_E1.L.297504:2961-1078	187.3	358
259581at33208	Duplicated	rb_E0.L.539183:8-913	175.4	163
259581at33208	Duplicated	rb_E1.L.121679:112-1242	172.3	214
260752at33208	Duplicated	rb_E1.L.223678:83-2095	458.5	497
260752at33208	Duplicated	rb_E1.L.91695:2861-624	443.4	467
261284at33208	Complete	rb_E1.L.106537:2639-156	639.6	611
261614at33208	Duplicated	rb_E1.L.477498:2065-98	653.1	528
261614at33208	Duplicated	rb_E1.L.74243:701-2539	648.8	533
262757at33208	Duplicated	rb_E0.L.625788:1660-104	316.2	275
262757at33208	Duplicated	rb_E0.L.931459:187-1539	304.0	289
266460at33208	Duplicated	rb_E2.L.17111:3923-2217	614.3	464
266460at33208	Duplicated	rb_E2.L.7709:121-1827	614.3	464
266460at33208	Duplicated	rb_E1.L.206866:3125-1419	612.4	465
266460at33208	Duplicated	rb_E3.L.4124:2159-471	551.8	462
266469at33208	Duplicated	rb_E1.L.84245:1857-253	194.1	192
266469at33208	Duplicated	rb_E1.L.231551:1702-626	167.4	225
266808at33208	Duplicated	rb_E1.L.87640:1486-224	554.0	352
266808at33208	Duplicated	rb_E0.L.569794:1551-289	553.4	352
266808at33208	Duplicated	rb_E1.L.238372:1447-179	528.8	352
267439at33208	Duplicated	rb_E0.L.1162551:1704-151	728.7	417
267439at33208	Duplicated	rb_E2.L.7519:111-1682	690.9	404
268134at33208	Duplicated	rb_E1.L.276998:164-1474	331.2	252
268134at33208	Duplicated	rb_E1.L.61379:1838-534	326.2	251
268397at33208	Complete	rb_E0.L.1128238:171-2786	852.8	640
270594at33208	Duplicated	rb_E0.L.1196179:3565-1451	634.3	547
270594at33208	Duplicated	rb_E1.L.224114:41-2320	628.7	547
271297at33208	Complete	rb_E2.L.9918:971-1885	352.3	232
271742at33208	Duplicated	rb_E1.L.77235:53-1858	614.4	423
271742at33208	Duplicated	rb_E0.L.1126594:129-2000	610.0	465
272605at33208	Duplicated	rb_E1.L.59465:2105-498	528.5	391
272605at33208	Duplicated	rb_E1.L.334770:1802-243	468.9	391
273040at33208	Duplicated	rb_E1.L.417558:109-1668	188.8	115
273040at33208	Duplicated	rb_E1.L.470964:384-947	177.6	110
273040at33208	Duplicated	rb_E1.L.261055:217-1102	176.8	110
273040at33208	Duplicated	rb_E1.L.233660:1314-61	176.5	111
273367at33208	Complete	rb_E0.L.1187611:154-1530	153.5	233
273989at33208	Duplicated	rb_E1.L.367888:1990-239	584.3	459
273989at33208	Duplicated	rb_E1.L.247005:98-1804	529.4	475
274044at33208	Duplicated	rb_E1.L.56008:3114-940	533.7	644
274044at33208	Duplicated	rb_E1.L.441242:154-2367	528.6	635
274064at33208	Duplicated	rb_E1.L.319213:37-1233	446.9	277
274064at33208	Duplicated	rb_E0.L.711940:1554-487	434.3	265
274064at33208	Duplicated	rb_E1.L.260845:1364-315	431.2	265
274769at33208	Complete	rb_E1.L.139193:1901-414	511.5	383
274992at33208	Duplicated	rb_E2.L.10031:2169-874	664.2	357
274992at33208	Duplicated	rb_E1.L.268541:1241-0	652.8	350
277935at33208	Duplicated	rb_E1.L.58307:7714-5573	519.8	516
277935at33208	Duplicated	rb_E0.L.694431:2930-93	454.9	520
278227at33208	Duplicated	rb_E1.L.225103:148-1959	430.3	372
278227at33208	Duplicated	rb_E1.L.400871:1996-605	423.3	384
278227at33208	Duplicated	rb_E1.L.54069:2035-605	423.2	384
279631at33208	Duplicated	rb_E1.L.397471:225-2825	490.7	528
279631at33208	Duplicated	rb_E0.L.905112:2658-568	480.0	532
279631at33208	Duplicated	rb_E1.L.103526:127-2475	448.9	501
279992at33208	Complete	rb_E1.L.125301:233-1918	390.5	344
280914at33208	Complete	rb_E1.L.76572:91-2106	423.9	508
281304at33208	Complete	rb_E1.L.54486:1707-199	279.0	320
281693at33208	Duplicated	rb_E1.L.226506:105-2792	787.6	586
281693at33208	Duplicated	rb_E2.L.19910:2854-134	766.0	613
283637at33208	Duplicated	rb_E3.L.981:2044-713	696.7	361
283637at33208	Duplicated	rb_E2.L.47834:48-1376	666.8	362
284059at33208	Complete	rb_E1.L.254137:27-1385	322.0	261
285146at33208	Complete	rb_E0.L.886110:109-1266	415.4	312
285902at33208	Complete	rb_E0.L.871665:516-2036	439.1	381
285966at33208	Duplicated	rb_E1.L.333757:34-1695	337.2	356
285966at33208	Duplicated	rb_E1.L.247653:122-1783	335.5	355
286553at33208	Complete	rb_E0.L.917784:367-1551	327.3	299
289235at33208	Complete	rb_E1.L.445480:1889-834	170.8	228
289928at33208	Duplicated	rb_E1.L.357323:254-1531	376.1	331
289928at33208	Duplicated	rb_E2.L.38299:93-1334	348.1	330
291505at33208	Duplicated	rb_E1.L.272660:4186-2201	597.3	440
291505at33208	Duplicated	rb_E2.L.26293:4130-2145	597.3	440
291505at33208	Duplicated	rb_E2.L.29071:159-2144	597.1	440
291505at33208	Duplicated	rb_E2.L.39267:2832-595	584.9	434
291875at33208	Complete	rb_E2.L.39143:60-1922	399.5	415
295556at33208	Complete	rb_E0.L.764601:158-2851	233.5	507
295775at33208	Complete	rb_E0.L.484941:285-1442	291.0	266
300303at33208	Complete	rb_E0.L.1128352:1681-14	390.1	382
301572at33208	Duplicated	rb_E0.L.847926:1611-142	602.4	403
301572at33208	Duplicated	rb_E1.L.398927:2800-1316	584.2	390
302186at33208	Complete	rb_E1.L.62378:2637-181	265.2	321
302279at33208	Duplicated	rb_E1.L.395398:102-1157	470.6	303
302279at33208	Duplicated	rb_E1.L.205552:1011-160	405.7	252
302921at33208	Complete	rb_E1.L.153531:3621-1429	87.4	198
303117at33208	Complete	rb_E1.L.67475:1594-3279	345.1	323
304388at33208	Duplicated	rb_E2.L.8869:208-1656	342.2	349
304388at33208	Duplicated	rb_E1.L.89132:232-1678	331.2	327
305260at33208	Duplicated	rb_E0.L.1156840:30-1319	509.0	348
305260at33208	Duplicated	rb_E1.L.275880:2138-825	497.6	370
306101at33208	Duplicated	rb_E1.L.71680:2891-1782	342.1	290
306101at33208	Duplicated	rb_E0.L.1140941:204-1136	311.1	240
306101at33208	Duplicated	rb_E1.L.233781:3187-2039	302.2	290
307109at33208	Duplicated	rb_E2.L.6148:1996-755	501.5	344
307109at33208	Duplicated	rb_E1.L.253743:258-2554	453.8	342
307109at33208	Duplicated	rb_E2.L.36734:1380-151	445.3	342
307109at33208	Duplicated	rb_E1.L.238444:2348-151	445.2	342
308610at33208	Duplicated	rb_E0.L.1138600:134-1372	535.4	363
308610at33208	Duplicated	rb_E1.L.322609:95-1381	535.2	363
308610at33208	Duplicated	rb_E2.L.40604:1990-719	534.6	363
308610at33208	Duplicated	rb_E2.L.11313:2276-1032	533.5	363
311438at33208	Complete	rb_E1.L.229841:41-1045	325.3	258
311758at33208	Duplicated	rb_E2.L.44597:2021-354	630.1	440
311758at33208	Duplicated	rb_E1.L.55575:274-1971	577.1	446
311761at33208	Duplicated	rb_E1.L.134856:221-2344	384.4	491
311761at33208	Duplicated	rb_E0.L.851835:95-2152	345.8	417
312577at33208	Duplicated	rb_E0.L.579025:1473-52	317.2	317
312577at33208	Duplicated	rb_E0.L.491627:1224-52	287.7	273
313091at33208	Complete	rb_E1.L.54254:41-1630	458.4	308
315044at33208	Complete	rb_E1.L.291392:1833-952	268.9	249
315393at33208	Duplicated	rb_E1.L.238614:2463-1453	517.1	317
315393at33208	Duplicated	rb_E1.L.228767:199-1248	481.7	328
315393at33208	Duplicated	rb_E1.L.242979:199-1248	481.7	328
317470at33208	Duplicated	rb_E1.L.71557:99-1493	376.6	291
317470at33208	Duplicated	rb_E0.L.703397:225-1487	362.6	278
317470at33208	Duplicated	rb_E1.L.280695:2145-883	362.6	278
317470at33208	Duplicated	rb_E1.L.442507:2094-673	362.6	278
317470at33208	Duplicated	rb_E0.L.1145880:17-931	354.7	256
